2015/04/18 08:47:25,V,mA,mAh,mWh,T,S
2015/04/18 08:53:53,5.0510,26.707,2.701,13.642,20.1,403
2015/04/18 08:53:54,5.0512,26.707,2.708,13.679,20.2,404
2015/04/18 08:53:55,5.0511,26.707,2.715,13.717,20.1,405
2015/04/18 08:53:56,5.0509,26.707,2.723,13.754,20.1,406
2015/04/18 08:53:57,5.0511,26.707,2.730,13.792,20.1,407
2015/04/18 08:53:58,5.0510,26.706,2.738,13.829,20.2,408
2015/04/18 08:53:59,5.0509,26.706,2.745,13.867,20.1,409
2015/04/18 08:54:00,5.0510,26.706,2.752,13.904,20.1,410
2015/04/18 08:54:01,5.0510,26.706,2.760,13.942,20.1,411
2015/04/18 08:54:02,5.0510,26.707,2.767,13.979,20.2,412
2015/04/18 08:54:03,5.0511,26.706,2.775,14.017,20.2,413
2015/04/18 08:54:04,5.0510,26.706,2.782,14.054,20.1,414
2015/04/18 08:54:05,5.0509,26.706,2.790,14.092,20.1,415
2015/04/18 08:54:06,5.0511,26.707,2.797,14.129,20.1,416
2015/04/18 08:54:07,5.0509,26.707,2.804,14.167,20.1,417
2015/04/18 08:54:08,5.0510,26.706,2.812,14.204,20.1,418
2015/04/18 08:54:09,5.0512,26.705,2.819,14.241,20.2,419
2015/04/18 08:54:10,5.0508,26.705,2.827,14.279,20.1,420
2015/04/18 08:54:11,5.0509,26.706,2.834,14.316,20.1,421
2015/04/18 08:54:12,5.0512,26.706,2.841,14.354,20.1,422
2015/04/18 08:54:13,5.0509,26.707,2.849,14.391,20.1,423
2015/04/18 08:54:14,5.0509,26.707,2.856,14.429,20.2,424
2015/04/18 08:54:15,5.0511,26.707,2.864,14.466,20.1,425
2015/04/18 08:54:16,5.0508,26.707,2.871,14.504,20.1,426
2015/04/18 08:54:17,5.0510,26.708,2.879,14.541,20.2,427
2015/04/18 08:54:18,5.0511,26.709,2.886,14.579,20.2,428
2015/04/18 08:54:19,5.0509,26.709,2.894,14.616,20.1,429
2015/04/18 08:54:20,5.0509,26.708,2.901,14.654,20.2,430
2015/04/18 08:54:21,5.0512,26.707,2.908,14.691,20.1,431
2015/04/18 08:54:22,5.0508,26.707,2.916,14.729,20.2,432
2015/04/18 08:54:23,5.0508,26.707,2.923,14.766,20.2,433
2015/04/18 08:54:24,5.0510,26.707,2.931,14.804,20.2,434
2015/04/18 08:54:25,5.0505,26.708,2.938,14.841,20.2,435
2015/04/18 08:54:26,5.0508,26.707,2.945,14.879,20.2,436
2015/04/18 08:54:27,5.0510,26.706,2.953,14.916,20.2,437
2015/04/18 08:54:28,5.0509,26.707,2.960,14.953,20.2,438
2015/04/18 08:54:29,5.0508,26.707,2.968,14.991,20.2,439
2015/04/18 08:54:30,5.0508,26.707,2.975,15.028,20.2,440
2015/04/18 08:54:31,5.0508,26.707,2.982,15.066,20.2,441
2015/04/18 08:54:32,5.0508,26.707,2.990,15.103,20.2,442
2015/04/18 08:54:33,5.0508,26.707,2.997,15.141,20.2,443
2015/04/18 08:54:34,5.0508,26.707,3.005,15.178,20.2,444
2015/04/18 08:54:35,5.0508,26.707,3.012,15.216,20.2,445
2015/04/18 08:54:36,5.0506,26.706,3.020,15.253,20.2,446
2015/04/18 08:54:37,5.0506,26.707,3.027,15.291,20.2,447
2015/04/18 08:54:38,5.0508,26.707,3.034,15.328,20.2,448
2015/04/18 08:54:39,5.0508,26.707,3.042,15.366,20.2,449
2015/04/18 08:54:40,5.0506,26.707,3.049,15.403,20.2,450
2015/04/18 08:54:41,5.0505,26.706,3.057,15.441,20.2,451
2015/04/18 08:54:42,5.0508,26.707,3.064,15.478,20.2,452
2015/04/18 08:54:43,5.0508,26.707,3.072,15.516,20.2,453
2015/04/18 08:54:44,5.0508,26.707,3.079,15.553,20.2,454
2015/04/18 08:54:45,5.0510,26.707,3.086,15.591,20.2,455
2015/04/18 08:54:46,5.0505,26.706,3.094,15.628,20.2,456
2015/04/18 08:54:47,5.0506,26.707,3.101,15.665,20.2,457
2015/04/18 08:54:48,5.0506,26.707,3.109,15.703,20.2,458
2015/04/18 08:54:49,5.0505,26.706,3.116,15.740,20.2,459
2015/04/18 08:54:50,5.0506,26.707,3.123,15.778,20.2,460
2015/04/18 08:54:51,5.0509,26.708,3.131,15.815,20.2,461
2015/04/18 08:54:52,5.0508,26.707,3.138,15.853,20.2,462
2015/04/18 08:54:53,5.0508,26.707,3.146,15.890,20.2,463
2015/04/18 08:54:54,5.0510,26.708,3.153,15.928,20.2,464
2015/04/18 08:54:55,5.0506,26.708,3.161,15.965,20.2,465
2015/04/18 08:54:56,5.0508,26.708,3.168,16.003,20.2,466
2015/04/18 08:54:57,5.0510,26.707,3.175,16.040,20.2,467
2015/04/18 08:54:58,5.0506,26.708,3.183,16.078,20.2,468
2015/04/18 08:54:59,5.0505,26.708,3.190,16.115,20.2,469
2015/04/18 08:55:00,5.0508,26.708,3.198,16.153,20.2,470
2015/04/18 08:55:01,5.0506,26.707,3.205,16.190,20.2,471
2015/04/18 08:55:02,5.0506,26.706,3.213,16.227,20.2,472
2015/04/18 08:55:03,5.0511,26.706,3.220,16.265,20.2,473
2015/04/18 08:55:04,5.0511,26.707,3.227,16.302,20.2,474
2015/04/18 08:55:05,5.0509,26.708,3.235,16.340,20.2,475
2015/04/18 08:55:06,5.0512,26.707,3.242,16.377,20.2,476
2015/04/18 08:55:07,5.0508,26.709,3.250,16.415,20.3,477
2015/04/18 08:55:08,5.0508,26.709,3.257,16.452,20.2,478
2015/04/18 08:55:09,5.0510,26.709,3.264,16.490,20.2,479
2015/04/18 08:55:10,5.0506,26.708,3.272,16.527,20.2,480
2015/04/18 08:55:11,5.0505,26.707,3.279,16.565,20.2,481
2015/04/18 08:55:12,5.0509,26.707,3.287,16.602,20.2,482
2015/04/18 08:55:13,5.0506,26.707,3.294,16.640,20.2,483
2015/04/18 08:55:14,5.0509,26.708,3.302,16.677,20.2,484
2015/04/18 08:55:15,5.0512,26.708,3.309,16.715,20.2,485
2015/04/18 08:55:16,5.0508,26.708,3.316,16.752,20.2,486
2015/04/18 08:55:17,5.0506,26.708,3.324,16.790,20.2,487
2015/04/18 08:55:18,5.0510,26.708,3.331,16.827,20.3,488
2015/04/18 08:55:19,5.0508,26.707,3.339,16.865,20.3,489
2015/04/18 08:55:20,5.0508,26.708,3.346,16.902,20.2,490
2015/04/18 08:55:21,5.0510,26.708,3.353,16.940,20.2,491
2015/04/18 08:55:22,5.0510,26.708,3.361,16.977,20.2,492
2015/04/18 08:55:23,5.0510,26.708,3.368,17.015,20.2,493
2015/04/18 08:55:24,5.0508,26.707,3.376,17.052,20.2,494
2015/04/18 08:55:25,5.0508,26.708,3.383,17.089,20.2,495
2015/04/18 08:55:26,5.0510,26.708,3.391,17.127,20.3,496
2015/04/18 08:55:27,5.0509,26.708,3.398,17.164,20.3,497
2015/04/18 08:55:28,5.0508,26.709,3.405,17.202,20.3,498
2015/04/18 08:55:29,5.0511,26.708,3.413,17.239,20.3,499
2015/04/18 08:55:30,5.0508,26.707,3.420,17.277,20.3,500
2015/04/18 08:55:31,5.0506,26.707,3.428,17.314,20.3,501
2015/04/18 08:55:32,5.0510,26.707,3.435,17.352,20.3,502
2015/04/18 08:55:33,5.0510,26.708,3.443,17.389,20.3,503
2015/04/18 08:55:34,5.0508,26.708,3.450,17.427,20.2,504
2015/04/18 08:55:35,5.0509,26.708,3.457,17.464,20.3,505
2015/04/18 08:55:36,5.0509,26.708,3.465,17.502,20.3,506
2015/04/18 08:55:37,5.0508,26.709,3.472,17.539,20.2,507
2015/04/18 08:55:38,5.0510,26.709,3.480,17.577,20.3,508
2015/04/18 08:55:39,5.0508,26.708,3.487,17.614,20.2,509
2015/04/18 08:55:40,5.0506,26.708,3.494,17.652,20.3,510
2015/04/18 08:55:41,5.0509,26.707,3.502,17.689,20.3,511
2015/04/18 08:55:42,5.0509,26.707,3.509,17.727,20.3,512
2015/04/18 08:55:43,5.0506,26.706,3.517,17.764,20.3,513
2015/04/18 08:55:44,5.0510,26.706,3.524,17.801,20.3,514
2015/04/18 08:55:45,5.0510,26.707,3.532,17.839,20.3,515
2015/04/18 08:55:46,5.0508,26.707,3.539,17.876,20.3,516
2015/04/18 08:55:47,5.0509,26.707,3.546,17.914,20.3,517
2015/04/18 08:55:48,5.0509,26.707,3.554,17.951,20.3,518
2015/04/18 08:55:49,5.0508,26.707,3.561,17.989,20.3,519
2015/04/18 08:55:50,5.0510,26.707,3.569,18.026,20.3,520
2015/04/18 08:55:51,5.0508,26.708,3.576,18.064,20.3,521
2015/04/18 08:55:52,5.0506,26.708,3.583,18.101,20.3,522
2015/04/18 08:55:53,5.0508,26.709,3.591,18.139,20.3,523
2015/04/18 08:55:54,5.0509,26.708,3.598,18.176,20.3,524
2015/04/18 08:55:55,5.0504,26.708,3.606,18.214,20.3,525
2015/04/18 08:55:56,5.0508,26.706,3.613,18.251,20.3,526
2015/04/18 08:55:57,5.0509,26.707,3.621,18.289,20.2,527
2015/04/18 08:55:58,5.0505,26.708,3.628,18.326,20.3,528
2015/04/18 08:55:59,5.0509,26.708,3.635,18.364,20.3,529
2015/04/18 08:56:00,5.0508,26.707,3.643,18.401,20.3,530
2015/04/18 08:56:01,5.0504,26.706,3.650,18.438,20.3,531
2015/04/18 08:56:02,5.0506,26.706,3.658,18.476,20.3,532
2015/04/18 08:56:03,5.0509,26.708,3.665,18.513,20.3,533
2015/04/18 08:56:04,5.0504,26.708,3.672,18.551,20.3,534
2015/04/18 08:56:05,5.0505,26.708,3.680,18.588,20.3,535
2015/04/18 08:56:06,5.0508,26.708,3.687,18.626,20.2,536
2015/04/18 08:56:07,5.0505,26.708,3.695,18.663,20.2,537
2015/04/18 08:56:08,5.0508,26.707,3.702,18.701,20.3,538
2015/04/18 08:56:09,5.0508,26.708,3.710,18.738,20.3,539
2015/04/18 08:56:10,5.0506,26.707,3.717,18.776,20.3,540
2015/04/18 08:56:11,5.0506,26.707,3.724,18.813,20.3,541
2015/04/18 08:56:12,5.0506,26.707,3.732,18.851,20.3,542
2015/04/18 08:56:13,5.0508,26.707,3.739,18.888,20.3,543
2015/04/18 08:56:14,5.0505,26.707,3.747,18.926,20.3,544
2015/04/18 08:56:15,5.0509,26.708,3.754,18.963,20.3,545
2015/04/18 08:56:16,5.0504,26.708,3.762,19.001,20.3,546
2015/04/18 08:56:17,5.0506,26.706,3.769,19.038,20.3,547
2015/04/18 08:56:18,5.0508,26.708,3.776,19.076,20.3,548
2015/04/18 08:56:19,5.0506,26.709,3.784,19.113,20.3,549
2015/04/18 08:56:20,5.0506,26.709,3.791,19.150,20.3,550
2015/04/18 08:56:21,5.0506,26.709,3.799,19.188,20.3,551
2015/04/18 08:56:22,5.0504,26.707,3.806,19.225,20.3,552
2015/04/18 08:56:23,5.0506,26.708,3.813,19.263,20.3,553
2015/04/18 08:56:24,5.0505,26.708,3.821,19.300,20.3,554
2015/04/18 08:56:25,5.0505,26.708,3.828,19.338,20.3,555
2015/04/18 08:56:26,5.0508,26.708,3.836,19.375,20.3,556
2015/04/18 08:56:27,5.0506,26.709,3.843,19.413,20.3,557
2015/04/18 08:56:28,5.0505,26.709,3.851,19.450,20.3,558
2015/04/18 08:56:29,5.0506,26.708,3.858,19.488,20.3,559
2015/04/18 08:56:30,5.0505,26.708,3.865,19.525,20.3,560
2015/04/18 08:56:31,5.0505,26.709,3.873,19.563,20.3,561
2015/04/18 08:56:32,5.0508,26.708,3.880,19.600,20.3,562
2015/04/18 08:56:33,5.0505,26.707,3.888,19.637,20.3,563
2015/04/18 08:56:34,5.0505,26.707,3.895,19.675,20.3,564
2015/04/18 08:56:35,5.0506,26.708,3.902,19.713,20.3,565
2015/04/18 08:56:36,5.0505,26.707,3.910,19.750,20.3,566
2015/04/18 08:56:37,5.0504,26.707,3.917,19.787,20.3,567
2015/04/18 08:56:38,5.0508,26.708,3.925,19.825,20.3,568
2015/04/18 08:56:39,5.0505,26.707,3.932,19.862,20.3,569
2015/04/18 08:56:40,5.0503,26.707,3.940,19.900,20.3,570
2015/04/18 08:56:41,5.0508,26.708,3.947,19.937,20.3,571
2015/04/18 08:56:42,5.0506,26.707,3.954,19.975,20.3,572
2015/04/18 08:56:43,5.0505,26.707,3.962,20.012,20.3,573
2015/04/18 08:56:44,5.0509,26.707,3.969,20.050,20.3,574
2015/04/18 08:56:45,5.0506,26.707,3.977,20.087,20.3,575
2015/04/18 08:56:46,5.0505,26.708,3.984,20.125,20.3,576
2015/04/18 08:56:47,5.0508,26.709,3.991,20.162,20.3,577
2015/04/18 08:56:48,5.0506,26.707,3.999,20.200,20.3,578
2015/04/18 08:56:49,5.0508,26.708,4.006,20.237,20.3,579
2015/04/18 08:56:50,5.0509,26.708,4.014,20.275,20.3,580
2015/04/18 08:56:51,5.0506,26.708,4.021,20.312,20.3,581
2015/04/18 08:56:52,5.0506,26.707,4.029,20.350,20.3,582
2015/04/18 08:56:53,5.0508,26.708,4.036,20.387,20.3,583
2015/04/18 08:56:54,5.0506,26.708,4.043,20.425,20.3,584
2015/04/18 08:56:55,5.0506,26.708,4.051,20.462,20.3,585
2015/04/18 08:56:56,5.0506,26.707,4.058,20.499,20.3,586
2015/04/18 08:56:57,5.0505,26.707,4.066,20.537,20.3,587
2015/04/18 08:56:58,5.0506,26.708,4.073,20.574,20.3,588
2015/04/18 08:56:59,5.0509,26.708,4.080,20.612,20.3,589
2015/04/18 08:57:00,5.0505,26.708,4.088,20.649,20.3,590
2015/04/18 08:57:01,5.0506,26.709,4.095,20.687,20.3,591
2015/04/18 08:57:02,5.0506,26.708,4.103,20.724,20.3,592
2015/04/18 08:57:03,5.0505,26.708,4.110,20.762,20.3,593
2015/04/18 08:57:04,5.0504,26.709,4.118,20.799,20.3,594
2015/04/18 08:57:05,5.0505,26.709,4.125,20.837,20.3,595
2015/04/18 08:57:06,5.0506,26.709,4.132,20.874,20.3,596
2015/04/18 08:57:07,5.0506,26.710,4.140,20.912,20.3,597
2015/04/18 08:57:08,5.0506,26.710,4.147,20.949,20.3,598
2015/04/18 08:57:09,5.0506,26.709,4.155,20.987,20.3,599
2015/04/18 08:57:10,5.0505,26.708,4.162,21.024,20.3,600
2015/04/18 08:57:11,5.0506,26.709,4.170,21.062,20.3,601
2015/04/18 08:57:12,5.0506,26.708,4.177,21.099,20.3,602
2015/04/18 08:57:13,5.0505,26.709,4.184,21.137,20.3,603
2015/04/18 08:57:14,5.0506,26.708,4.192,21.174,20.3,604
2015/04/18 08:57:15,5.0505,26.708,4.199,21.211,20.3,605
2015/04/18 08:57:16,5.0505,26.708,4.207,21.249,20.3,606
2015/04/18 08:57:17,5.0506,26.709,4.214,21.286,20.3,607
2015/04/18 08:57:18,5.0506,26.709,4.221,21.324,20.3,608
2015/04/18 08:57:19,5.0505,26.709,4.229,21.361,20.3,609
2015/04/18 08:57:20,5.0508,26.709,4.236,21.399,20.3,610
2015/04/18 08:57:21,5.0505,26.710,4.244,21.436,20.3,611
2015/04/18 08:57:22,5.0505,26.710,4.251,21.474,20.3,612
2015/04/18 08:57:23,5.0508,26.709,4.259,21.511,20.3,613
2015/04/18 08:57:24,5.0505,26.709,4.266,21.549,20.3,614
2015/04/18 08:57:25,5.0506,26.709,4.273,21.586,20.3,615
2015/04/18 08:57:26,5.0510,26.709,4.281,21.624,20.3,616
2015/04/18 08:57:27,5.0508,26.709,4.288,21.661,20.3,617
2015/04/18 08:57:28,5.0505,26.709,4.296,21.699,20.3,618
2015/04/18 08:57:29,5.0506,26.709,4.303,21.736,20.3,619
2015/04/18 08:57:30,5.0506,26.709,4.311,21.774,20.3,620
2015/04/18 08:57:31,5.0505,26.709,4.318,21.811,20.3,621
2015/04/18 08:57:32,5.0510,26.708,4.325,21.849,20.3,622
2015/04/18 08:57:33,5.0508,26.708,4.333,21.886,20.3,623
2015/04/18 08:57:34,5.0505,26.708,4.340,21.923,20.3,624
2015/04/18 08:57:35,5.0509,26.709,4.348,21.961,20.3,625
2015/04/18 08:57:36,5.0506,26.708,4.355,21.998,20.3,626
2015/04/18 08:57:37,5.0506,26.709,4.362,22.036,20.3,627
2015/04/18 08:57:38,5.0508,26.709,4.370,22.073,20.3,628
2015/04/18 08:57:39,5.0505,26.708,4.377,22.111,20.3,629
2015/04/18 08:57:40,5.0505,26.709,4.385,22.148,20.3,630
2015/04/18 08:57:41,5.0508,26.709,4.392,22.186,20.3,631
2015/04/18 08:57:42,5.0505,26.709,4.400,22.223,20.3,632
2015/04/18 08:57:43,5.0504,26.709,4.407,22.261,20.3,633
2015/04/18 08:57:44,5.0508,26.708,4.414,22.298,20.3,634
2015/04/18 08:57:45,5.0504,26.709,4.422,22.336,20.3,635
2015/04/18 08:57:46,5.0504,26.708,4.429,22.373,20.3,636
2015/04/18 08:57:47,5.0509,26.709,4.437,22.411,20.3,637
2015/04/18 08:57:48,5.0506,26.709,4.444,22.448,20.3,638
2015/04/18 08:57:49,5.0508,26.708,4.451,22.486,20.3,639
2015/04/18 08:57:50,5.0509,26.708,4.459,22.523,20.4,640
2015/04/18 08:57:51,5.0506,26.709,4.466,22.561,20.3,641
2015/04/18 08:57:52,5.0505,26.709,4.474,22.598,20.3,642
2015/04/18 08:57:53,5.0506,26.709,4.481,22.636,20.3,643
2015/04/18 08:57:54,5.0506,26.710,4.489,22.673,20.3,644
2015/04/18 08:57:55,5.0504,26.709,4.496,22.710,20.3,645
2015/04/18 08:57:56,5.0505,26.709,4.503,22.748,20.4,646
2015/04/18 08:57:57,5.0506,26.709,4.511,22.785,20.4,647
2015/04/18 08:57:58,5.0508,26.708,4.518,22.823,20.3,648
2015/04/18 08:57:59,5.0508,26.707,4.526,22.860,20.4,649
2015/04/18 08:58:00,5.0508,26.708,4.533,22.898,20.4,650
2015/04/18 08:58:01,5.0508,26.708,4.540,22.935,20.4,651
2015/04/18 08:58:02,5.0506,26.709,4.548,22.973,20.4,652
2015/04/18 08:58:03,5.0504,26.709,4.555,23.010,20.4,653
2015/04/18 08:58:04,5.0508,26.708,4.563,23.048,20.4,654
2015/04/18 08:58:05,5.0504,26.708,4.570,23.085,20.4,655
2015/04/18 08:58:06,5.0504,26.708,4.578,23.123,20.4,656
2015/04/18 08:58:07,5.0508,26.708,4.585,23.160,20.4,657
2015/04/18 08:58:08,5.0505,26.710,4.592,23.198,20.4,658
2015/04/18 08:58:09,5.0505,26.710,4.600,23.235,20.4,659
2015/04/18 08:58:10,5.0506,26.710,4.607,23.273,20.4,660
2015/04/18 08:58:11,5.0503,26.710,4.615,23.310,20.4,661
2015/04/18 08:58:12,5.0503,26.709,4.622,23.348,20.4,662
2015/04/18 08:58:13,5.0506,26.709,4.630,23.385,20.4,663
2015/04/18 08:58:14,5.0504,26.709,4.637,23.422,20.4,664
2015/04/18 08:58:15,5.0505,26.708,4.644,23.460,20.4,665
2015/04/18 08:58:16,5.0509,26.709,4.652,23.497,20.4,666
2015/04/18 08:58:17,5.0506,26.709,4.659,23.535,20.4,667
2015/04/18 08:58:18,5.0505,26.709,4.667,23.572,20.4,668
2015/04/18 08:58:19,5.0508,26.708,4.674,23.610,20.4,669
2015/04/18 08:58:20,5.0506,26.708,4.681,23.647,20.4,670
2015/04/18 08:58:21,5.0506,26.707,4.689,23.685,20.4,671
2015/04/18 08:58:22,5.0509,26.707,4.696,23.722,20.4,672
2015/04/18 08:58:23,5.0508,26.707,4.704,23.760,20.4,673
2015/04/18 08:58:24,5.0508,26.708,4.711,23.797,20.4,674
2015/04/18 08:58:25,5.0509,26.708,4.719,23.835,20.5,675
2015/04/18 08:58:26,5.0508,26.708,4.726,23.872,20.4,676
2015/04/18 08:58:27,5.0505,26.708,4.733,23.910,20.4,677
2015/04/18 08:58:28,5.0509,26.708,4.741,23.947,20.5,678
2015/04/18 08:58:29,5.0509,26.709,4.748,23.985,20.5,679
2015/04/18 08:58:30,5.0506,26.709,4.756,24.022,20.4,680
2015/04/18 08:58:31,5.0508,26.709,4.763,24.060,20.5,681
2015/04/18 08:58:32,5.0510,26.708,4.770,24.097,20.4,682
2015/04/18 08:58:33,5.0505,26.709,4.778,24.134,20.5,683
2015/04/18 08:58:34,5.0508,26.708,4.785,24.172,20.5,684
2015/04/18 08:58:35,5.0510,26.708,4.793,24.209,20.4,685
2015/04/18 08:58:36,5.0505,26.707,4.800,24.247,20.5,686
2015/04/18 08:58:37,5.0508,26.708,4.808,24.284,20.5,687
2015/04/18 08:58:38,5.0509,26.708,4.815,24.322,20.5,688
2015/04/18 08:58:39,5.0505,26.708,4.822,24.359,20.5,689
2015/04/18 08:58:40,5.0506,26.708,4.830,24.397,20.5,690
2015/04/18 08:58:41,5.0509,26.709,4.837,24.434,20.5,691
2015/04/18 08:58:42,5.0505,26.709,4.845,24.472,20.5,692
2015/04/18 08:58:43,5.0506,26.708,4.852,24.509,20.5,693
2015/04/18 08:58:44,5.0508,26.707,4.860,24.547,20.5,694
2015/04/18 08:58:45,5.0504,26.708,4.867,24.584,20.5,695
2015/04/18 08:58:46,5.0505,26.709,4.874,24.622,20.5,696
2015/04/18 08:58:47,5.0509,26.708,4.882,24.659,20.5,697
2015/04/18 08:58:48,5.0506,26.707,4.889,24.697,20.5,698
2015/04/18 08:58:49,5.0505,26.708,4.897,24.734,20.5,699
2015/04/18 08:58:50,5.0510,26.709,4.904,24.771,20.5,700
2015/04/18 08:58:51,5.0505,26.709,4.911,24.809,20.5,701
2015/04/18 08:58:52,5.0506,26.709,4.919,24.846,20.5,702
2015/04/18 08:58:53,5.0506,26.708,4.926,24.884,20.5,703
2015/04/18 08:58:54,5.0504,26.709,4.934,24.921,20.5,704
2015/04/18 08:58:55,5.0505,26.709,4.941,24.959,20.5,705
2015/04/18 08:58:56,5.0508,26.709,4.949,24.996,20.5,706
2015/04/18 08:58:57,5.0505,26.710,4.956,25.034,20.5,707
2015/04/18 08:58:58,5.0508,26.709,4.963,25.071,20.5,708
2015/04/18 08:58:59,5.0506,26.710,4.971,25.109,20.5,709
2015/04/18 08:59:00,5.0506,26.710,4.978,25.146,20.5,710
2015/04/18 08:59:01,5.0508,26.711,4.986,25.184,20.5,711
2015/04/18 08:59:02,5.0505,26.710,4.993,25.221,20.5,712
2015/04/18 08:59:03,5.0505,26.711,5.000,25.259,20.5,713
2015/04/18 08:59:04,5.0509,26.710,5.008,25.296,20.5,714
2015/04/18 08:59:05,5.0508,26.709,5.015,25.334,20.5,715
2015/04/18 08:59:06,5.0506,26.710,5.023,25.371,20.5,716
2015/04/18 08:59:07,5.0505,26.710,5.030,25.409,20.5,717
2015/04/18 08:59:08,5.0506,26.710,5.038,25.446,20.5,718
2015/04/18 08:59:09,5.0504,26.710,5.045,25.484,20.5,719
2015/04/18 08:59:10,5.0508,26.710,5.052,25.521,20.5,720
2015/04/18 08:59:11,5.0505,26.709,5.060,25.558,20.5,721
2015/04/18 08:59:12,5.0505,26.709,5.067,25.596,20.5,722
2015/04/18 08:59:13,5.0508,26.709,5.075,25.633,20.5,723
2015/04/18 08:59:14,5.0505,26.708,5.082,25.671,20.5,724
2015/04/18 08:59:15,5.0504,26.708,5.090,25.708,20.5,725
2015/04/18 08:59:16,5.0508,26.709,5.097,25.746,20.5,726
2015/04/18 08:59:17,5.0505,26.709,5.104,25.783,20.5,727
2015/04/18 08:59:18,5.0505,26.709,5.112,25.821,20.5,728
2015/04/18 08:59:19,5.0506,26.708,5.119,25.858,20.5,729
2015/04/18 08:59:20,5.0504,26.708,5.127,25.896,20.5,730
2015/04/18 08:59:21,5.0503,26.709,5.134,25.933,20.5,731
2015/04/18 08:59:22,5.0508,26.710,5.141,25.971,20.5,732
2015/04/18 08:59:23,5.0504,26.710,5.149,26.008,20.5,733
2015/04/18 08:59:24,5.0504,26.709,5.156,26.046,20.5,734
2015/04/18 08:59:25,5.0508,26.709,5.164,26.083,20.5,735
2015/04/18 08:59:26,5.0505,26.709,5.171,26.121,20.5,736
2015/04/18 08:59:27,5.0506,26.710,5.179,26.158,20.5,737
2015/04/18 08:59:28,5.0508,26.710,5.186,26.196,20.5,738
2015/04/18 08:59:29,5.0506,26.710,5.193,26.233,20.5,739
2015/04/18 08:59:30,5.0505,26.710,5.201,26.270,20.5,740
2015/04/18 08:59:31,5.0508,26.710,5.208,26.308,20.6,741
2015/04/18 08:59:32,5.0505,26.710,5.216,26.345,20.5,742
2015/04/18 08:59:33,5.0505,26.710,5.223,26.383,20.6,743
2015/04/18 08:59:34,5.0508,26.710,5.230,26.420,20.6,744
2015/04/18 08:59:35,5.0504,26.710,5.238,26.458,20.6,745
2015/04/18 08:59:36,5.0506,26.710,5.245,26.495,20.6,746
2015/04/18 08:59:37,5.0509,26.710,5.253,26.533,20.5,747
2015/04/18 08:59:38,5.0508,26.710,5.260,26.570,20.6,748
2015/04/18 08:59:39,5.0508,26.710,5.268,26.608,20.6,749
2015/04/18 08:59:40,5.0506,26.709,5.275,26.645,20.6,750
2015/04/18 08:59:41,5.0506,26.709,5.282,26.683,20.6,751
2015/04/18 08:59:42,5.0506,26.709,5.290,26.720,20.6,752
2015/04/18 08:59:43,5.0508,26.709,5.297,26.758,20.6,753
2015/04/18 08:59:44,5.0505,26.710,5.305,26.795,20.6,754
2015/04/18 08:59:45,5.0506,26.709,5.312,26.833,20.6,755
2015/04/18 08:59:46,5.0510,26.709,5.320,26.870,20.6,756
2015/04/18 08:59:47,5.0505,26.709,5.327,26.908,20.6,757
2015/04/18 08:59:48,5.0506,26.709,5.334,26.945,20.6,758
2015/04/18 08:59:49,5.0508,26.709,5.342,26.983,20.6,759
2015/04/18 08:59:50,5.0505,26.709,5.349,27.020,20.6,760
2015/04/18 08:59:51,5.0505,26.710,5.357,27.057,20.6,761
2015/04/18 08:59:52,5.0508,26.709,5.364,27.095,20.6,762
2015/04/18 08:59:53,5.0505,26.709,5.371,27.132,20.6,763
2015/04/18 08:59:54,5.0505,26.709,5.379,27.170,20.6,764
2015/04/18 08:59:55,5.0506,26.710,5.386,27.207,20.6,765
2015/04/18 08:59:56,5.0508,26.710,5.394,27.245,20.6,766
2015/04/18 08:59:57,5.0505,26.710,5.401,27.282,20.6,767
2015/04/18 08:59:58,5.0506,26.709,5.409,27.320,20.6,768
2015/04/18 08:59:59,5.0505,26.709,5.416,27.357,20.6,769
2015/04/18 09:00:00,5.0506,26.709,5.423,27.395,20.6,770
2015/04/18 09:00:01,5.0508,26.710,5.431,27.432,20.6,771
2015/04/18 09:00:02,5.0506,26.710,5.438,27.470,20.6,772
2015/04/18 09:00:03,5.0506,26.710,5.446,27.507,20.6,773
2015/04/18 09:00:04,5.0506,26.710,5.453,27.545,20.7,774
2015/04/18 09:00:05,5.0508,26.710,5.460,27.582,20.7,775
2015/04/18 09:00:06,5.0508,26.711,5.468,27.620,20.6,776
2015/04/18 09:00:07,5.0506,26.710,5.475,27.657,20.6,777
2015/04/18 09:00:08,5.0506,26.709,5.483,27.695,20.7,778
2015/04/18 09:00:09,5.0506,26.710,5.490,27.732,20.7,779
2015/04/18 09:00:10,5.0508,26.711,5.498,27.769,20.7,780
2015/04/18 09:00:11,5.0506,26.710,5.505,27.807,20.7,781
2015/04/18 09:00:12,5.0504,26.710,5.512,27.844,20.7,782
2015/04/18 09:00:13,5.0506,26.710,5.520,27.882,20.7,783
2015/04/18 09:00:14,5.0505,26.710,5.527,27.919,20.7,784
2015/04/18 09:00:15,5.0505,26.709,5.535,27.957,20.7,785
2015/04/18 09:00:16,5.0510,26.710,5.542,27.994,20.7,786
2015/04/18 09:00:17,5.0504,26.710,5.550,28.032,20.7,787
2015/04/18 09:00:18,5.0505,26.711,5.557,28.069,20.7,788
2015/04/18 09:00:19,5.0509,26.711,5.564,28.107,20.7,789
2015/04/18 09:00:20,5.0505,26.711,5.572,28.144,20.7,790
